image_path,image_name,detection_conf,plate_text,ocr_confidence,x_min,y_min,x_max,y_max,width,height
./input/Car_Number_Plate\IMG_20200222_191224.jpg,IMG_20200222_191224.jpg,0.922079861164093,AF 5308 06 MH,0.9745741144315756,1150,2610,2060,2905,910,295
./input/Car_Number_Plate\IMG_20200222_191244.jpg,IMG_20200222_191244.jpg,0.9991721510887146,MH. 43.AR .8641,0.7778035629819606,1040,2100,1980,2295,940,195
./input/Car_Number_Plate\IMG_20200222_191257.jpg,IMG_20200222_191257.jpg,0.9958934187889099,M#,0.6623297881996577,1055,1770,2035,2125,980,355
./input/Car_Number_Plate\IMG_20200222_191316.jpg,IMG_20200222_191316.jpg,0.9465370774269104,MH 46 W 5955,0.9759109451491934,1075,2200,2050,2380,975,180
./input/Car_Number_Plate\IMG_20200222_191443.jpg,IMG_20200222_191443.jpg,0.9694502353668213,MH 03 BE 6614,0.7728719694541206,1070,2315,1995,2470,925,155
./input/Car_Number_Plate\IMG_20200222_210951937.jpg,IMG_20200222_210951937.jpg,0.9941540956497192,MH 43 AR 4793,0.8585550201076758,1340,1930,2150,2100,810,170
./input/Car_Number_Plate\IMG_20200222_211136244.jpg,IMG_20200222_211136244.jpg,0.9994503855705261,MH 43 R 2969,0.9662221076098585,1300,1740,1910,1890,610,150
./input/Car_Number_Plate\IMG_20200222_211223379.jpg,IMG_20200222_211223379.jpg,0.9998928308486938,MHZ3BK9411,0.43667021859735655,1180,2220,2075,2440,895,220
./input/Car_Number_Plate\IMG_20200222_212357.jpg,IMG_20200222_212357.jpg,0.9993812441825867,MH.13.AC.8671,0.7178497181431966,1235,1875,1910,2040,675,165
./input/Car_Number_Plate\IMG_20200222_212521.jpg,IMG_20200222_212521.jpg,0.9996330142021179,MH 43Y /001,0.4355707084877123,1210,1905,1885,2100,675,195
./input/Car_Number_Plate\IMG_20200222_212530.jpg,IMG_20200222_212530.jpg,0.9916849136352539,Mh 01ct 7069,0.4809052365054025,1195,2570,1960,2755,765,185
./input/Car_Number_Plate\IMG_20200222_212538.jpg,IMG_20200222_212538.jpg,0.9411994814872742,IND HP15Ca2492,0.5381450180385419,1145,2705,2030,2840,885,135
./input/Car_Number_Plate\IMG_20200222_212550.jpg,IMG_20200222_212550.jpg,0.9205177426338196,R MH 43 6360,0.9992270221713244,975,3095,2130,3385,1155,290
./input/Car_Number_Plate\IMG_20200222_212557.jpg,IMG_20200222_212557.jpg,0.9996781945228577,MH.04.ET.4065,0.9534862539440991,1035,2745,2035,2940,1000,195
./input/Car_Number_Plate\IMG_20200222_212616.jpg,IMG_20200222_212616.jpg,0.999575138092041,MH 43 AWO209,0.5898120722686546,1330,2115,2180,2320,850,205
./input/Car_Number_Plate\IMG_20200222_212643.jpg,IMG_20200222_212643.jpg,0.9940440654754639,MH.15.EX.7466,0.630986297537098,1215,2235,1995,2405,780,170
./input/Car_Number_Plate\IMG_20200222_212723.jpg,IMG_20200222_212723.jpg,0.9994149804115295,Không nhận diện,0.0,1000,3025,2105,3360,1105,335
./input/Car_Number_Plate\IMG_20200222_212746.jpg,IMG_20200222_212746.jpg,0.9743887186050415,MH 04 AY 8452,0.8824865235414169,1140,2775,2095,2985,955,210
./input/Car_Number_Plate\IMG_20200222_212757.jpg,IMG_20200222_212757.jpg,0.9603540301322937,AT HH 43AN9079,0.43091451657511887,1035,2065,1760,2245,725,180
./input/Car_Number_Plate\IMG_20200222_212805.jpg,IMG_20200222_212805.jpg,0.9925578236579895,MH 43 BE 8167,0.8044679425601124,1205,2730,2040,2945,835,215
./input/Car_Number_Plate\IMG_20200222_213450.jpg,IMG_20200222_213450.jpg,0.9995760917663574,[TN 22BK6694,0.7251298128403999,1145,2505,2025,2730,880,225
./input/Car_Number_Plate\IMG_20200222_213640.jpg,IMG_20200222_213640.jpg,0.9998658895492554,IND,0.9851420907348899,1030,1845,1885,2085,855,240
./input/Car_Number_Plate\IMG_20200222_213707.jpg,IMG_20200222_213707.jpg,0.9999094009399414,IND DL2CAU3094,0.509072277728289,1100,1920,1920,2130,820,210
./input/Car_Number_Plate\IMG_20200222_213717.jpg,IMG_20200222_213717.jpg,0.9998495578765869,Không nhận diện,0.0,1160,2155,1960,2390,800,235
./input/Car_Number_Plate\IMG_20200222_213742.jpg,IMG_20200222_213742.jpg,0.8545958399772644,H43 BK 15,0.6205410413500261,1330,1975,1830,2115,500,140
./input/Car_Number_Plate\IMG_20200222_213752.jpg,IMG_20200222_213752.jpg,0.9964749217033386,MH 43 R 109,0.9662425985380478,1055,2285,1730,2460,675,175
./input/Car_Number_Plate\IMG_20200222_213946.jpg,IMG_20200222_213946.jpg,0.9974256753921509,MHO ZBNZ6 17,0.3069336745878238,1700,2035,2345,2175,645,140
./input/Car_Number_Plate\IMG_20200222_214701546.jpg,IMG_20200222_214701546.jpg,0.6567726135253906,HALLMARK HONDA MH 46 AL 841,0.8504296733263945,1075,1790,2175,1965,1100,175
./input/Car_Number_Plate\IMG_20200222_214713168.jpg,IMG_20200222_214713168.jpg,0.9994577169418335,Không nhận diện,0.0,1000,1920,2065,2180,1065,260
./input/Car_Number_Plate\IMG_20200222_215137123.jpg,IMG_20200222_215137123.jpg,0.999796986579895,TN 07 CJ 2741,0.535607952009786,1190,2110,2130,2345,940,235
./input/Car_Number_Plate\IMG_20200222_215146186.jpg,IMG_20200222_215146186.jpg,0.9993177056312561,MH.06.As.9783,0.30818113224320265,1185,2105,2195,2335,1010,230
./input/Car_Number_Plate\IMG_20200222_215155568.jpg,IMG_20200222_215155568.jpg,0.9928749799728394,MH 43 AT ?610,0.9032896092600614,1190,2390,2150,2585,960,195
./input/Car_Number_Plate\IMG_20200222_215205997.jpg,IMG_20200222_215205997.jpg,0.999889612197876,MH43 BK 0036,0.6527759785026087,1030,2580,2025,2775,995,195
./input/Car_Number_Plate\IMG_20200222_215219770.jpg,IMG_20200222_215219770.jpg,0.9992759227752686,MH.46.W.1543,0.9887886584396897,1100,1870,2075,2135,975,265
./input/Car_Number_Plate\IMG_20200222_215226163.jpg,IMG_20200222_215226163.jpg,0.999824047088623,Mh 02 DJ 4122,0.7374396886376526,1270,1705,2110,1920,840,215
./input/Car_Number_Plate\IMG_20200222_215235704.jpg,IMG_20200222_215235704.jpg,0.9998520612716675,MH 14 DN 5203,0.9842997618172539,1105,1760,2040,1970,935,210
./input/Car_Number_Plate\IMG_20200222_215346196.jpg,IMG_20200222_215346196.jpg,0.9954858422279358,MH 06 T 7824,0.8432786699247157,1035,2600,2090,2815,1055,215
./input/Car_Number_Plate\IMG_20200222_215351999.jpg,IMG_20200222_215351999.jpg,0.7579609751701355,MH 12 MF 8676,0.551403472214406,1165,2420,2205,2630,1040,210
./input/Car_Number_Plate\IMG_20200222_215400500.jpg,IMG_20200222_215400500.jpg,0.9974706768989563,MHO6 Aw 485,0.7625308245859269,1095,2375,2120,2550,1025,175
./input/Car_Number_Plate\IMG_20200222_215406000.jpg,IMG_20200222_215406000.jpg,0.9459848403930664,MH 14 EY 9221 MoTORs,0.7405167551867106,1255,2055,2070,2240,815,185
./input/Car_Number_Plate\IMG_20200222_215412815.jpg,IMG_20200222_215412815.jpg,0.9981198906898499,MH17 AS2091,0.7972585142380959,1265,1915,2090,2140,825,225
./input/Car_Number_Plate\IMG_20200222_215435393.jpg,IMG_20200222_215435393.jpg,0.9987193942070007,MH 43 BE 9015,0.5456603718789409,1145,1660,1935,1830,790,170
./input/Car_Number_Plate\IMG_20200222_215442401.jpg,IMG_20200222_215442401.jpg,0.9998362064361572,IND HHOZFAO302,0.5479523153320597,1145,1915,2170,2210,1025,295
./input/Car_Number_Plate\IMG_20200222_215454414.jpg,IMG_20200222_215454414.jpg,0.871396005153656,;H 01 AR 6349,0.9269872531048802,1190,2430,2140,2650,950,220
./input/Car_Number_Plate\IMG_20200222_215457987.jpg,IMG_20200222_215457987.jpg,0.9973167777061462,Không nhận diện,0.0,1140,2470,2050,2630,910,160
./input/Car_Number_Plate\IMG_20200222_215510116.jpg,IMG_20200222_215510116.jpg,0.7665579319000244,MHỎ6 AF 8052,0.4902618814090739,1150,1830,2180,2035,1030,205
./input/Car_Number_Plate\IMG_20200222_215523747.jpg,IMG_20200222_215523747.jpg,0.9996535181999207,MH.02.AY.3945,0.8602308977241746,1140,2585,2080,2750,940,165
./input/Car_Number_Plate\IMG_20200222_215558273.jpg,IMG_20200222_215558273.jpg,0.999146044254303,MH 43 AL 1847,0.7277168641242763,1105,2270,2145,2490,1040,220
./input/Car_Number_Plate\IMG_20200222_215610092.jpg,IMG_20200222_215610092.jpg,0.9994654059410095,MHO1CD4327,0.6463931628213285,1380,2420,2125,2620,745,200
./input/Car_Number_Plate\IMG_20200222_215704311.jpg,IMG_20200222_215704311.jpg,0.9990381002426147,Không nhận diện,0.0,905,2540,2025,2785,1120,245
./input/Car_Number_Plate\IMG_20200222_215713977.jpg,IMG_20200222_215713977.jpg,0.9992292523384094,MH 43 V 2448,0.9669065009688445,960,1940,1865,2150,905,210
./input/Car_Number_Plate\IMG_20200222_215720197.jpg,IMG_20200222_215720197.jpg,0.9978799223899841,MH 43BE 4728,0.9541908924274942,1265,2300,2075,2465,810,165
./input/Car_Number_Plate\IMG_20200222_215723.jpg,IMG_20200222_215723.jpg,0.6791913509368896,MH 43 AL 551,0.9980721501362154,885,2325,2280,2735,1395,410
./input/Car_Number_Plate\IMG_20200222_215728981.jpg,IMG_20200222_215728981.jpg,0.9996219873428345,BN my 5196 MH43 car,0.9981492672412712,1090,2125,2140,2420,1050,295
./input/Car_Number_Plate\IMG_20200222_215738688.jpg,IMG_20200222_215738688.jpg,0.999239981174469,MH-14 BX-7866,0.9105925768538817,1160,1860,2085,2075,925,215
./input/Car_Number_Plate\IMG_20200222_215745002.jpg,IMG_20200222_215745002.jpg,0.9992765784263611,5927 MHOIYA,0.733893304413558,1155,1910,2155,2220,1000,310
./input/Car_Number_Plate\IMG_20200222_215756959.jpg,IMG_20200222_215756959.jpg,0.9975761771202087,MH 43 BK 8262,0.9998841747406331,1195,2430,2120,2580,925,150
./input/Car_Number_Plate\IMG_20200222_215806342.jpg,IMG_20200222_215806342.jpg,0.9995152354240417,JND MH 02 4570 AU,0.8249673934311728,1145,2335,2130,2585,985,250
./input/Car_Number_Plate\IMG_20200222_215811775.jpg,IMG_20200222_215811775.jpg,0.9996123313903809,MH.O2.KA.9839,0.4053657048764127,1210,1925,2205,2150,995,225
./input/Car_Number_Plate\IMG_20200222_215816668.jpg,IMG_20200222_215816668.jpg,0.9997705817222595,MH 43 Y 7470,0.7344233078372322,1260,2540,2215,2750,955,210
./input/Car_Number_Plate\IMG_20200222_215834114.jpg,IMG_20200222_215834114.jpg,0.9977361559867859,MHOADW 89i7 IND,0.7190764119530939,1050,2135,2215,2355,1165,220
./input/Car_Number_Plate\IMG_20200222_215841961.jpg,IMG_20200222_215841961.jpg,0.7703722715377808,MH 43 BE 1014,0.7125573972311088,1130,2245,2250,2400,1120,155
./input/Car_Number_Plate\IMG_20200222_220030172.jpg,IMG_20200222_220030172.jpg,0.9995714426040649,MHOIAV6399,0.9665064162271674,1030,2225,1990,2440,960,215
./input/Car_Number_Plate\IMG_20200222_220052875.jpg,IMG_20200222_220052875.jpg,0.9997797608375549,MH.15.GF.9667,0.5064655448794833,1170,2685,2115,2940,945,255
./input/Car_Number_Plate\IMG_20200222_220106033.jpg,IMG_20200222_220106033.jpg,0.9998668432235718,"""MH Z3 X 7860",0.35700308653926016,1135,2175,2145,2445,1010,270
./input/Car_Number_Plate\IMG_20200222_220113671.jpg,IMG_20200222_220113671.jpg,0.9944191575050354,MH,0.769143379413187,1025,2405,2120,2725,1095,320
./input/Car_Number_Plate\IMG_20200222_220142625.jpg,IMG_20200222_220142625.jpg,0.9975804090499878,Không nhận diện,0.0,1025,2480,2140,2745,1115,265
./input/Car_Number_Plate\IMG_20200222_220149387.jpg,IMG_20200222_220149387.jpg,0.9895085096359253,MH O1 BF 7699,0.6730783284351052,1025,2215,2100,2485,1075,270
./input/Car_Number_Plate\IMG_20200222_220158822.jpg,IMG_20200222_220158822.jpg,0.9976556897163391,MH.06.AW.5780,0.9735937725745423,1065,2320,2220,2570,1155,250
./input/Car_Number_Plate\IMG_20200222_220210117.jpg,IMG_20200222_220210117.jpg,0.929595410823822,MH 43 L 3319,0.7934028978564278,1105,2245,2060,2420,955,175
./input/Car_Number_Plate\IMG_20200222_220229913.jpg,IMG_20200222_220229913.jpg,0.9950616955757141,Không nhận diện,0.0,1245,2335,2080,2530,835,195
./input/Car_Number_Plate\IMG_20200222_220313170.jpg,IMG_20200222_220313170.jpg,0.9868640303611755,"AP,9.B5.8218",0.3075841319573596,1265,2625,2120,2795,855,170
./input/Car_Number_Plate\IMG_20200222_220321806.jpg,IMG_20200222_220321806.jpg,0.9985274076461792,MH.43.AF.4192,0.7575020756249503,1125,2715,2120,2970,995,255
./input/Car_Number_Plate\IMG_20200222_220330921.jpg,IMG_20200222_220330921.jpg,0.9997528791427612,MH 46 5981 BE,0.8260336648859399,1150,2390,2125,2665,975,275
./input/Car_Number_Plate\IMG_20200222_220354910.jpg,IMG_20200222_220354910.jpg,0.9978951811790466,KL 20 C 6961 DIVINE CAR CARE,0.8479037945804799,1165,2610,2110,2840,945,230
./input/Car_Number_Plate\IMG_20200222_220407771.jpg,IMG_20200222_220407771.jpg,0.9920523166656494,HH 43 AH 2677,0.5397109794119159,960,2210,2135,2460,1175,250
./input/Car_Number_Plate\IMG_20200222_220414174.jpg,IMG_20200222_220414174.jpg,0.9822513461112976,MH 43 AN 1304,0.9305605491513869,1150,2120,2075,2340,925,220
./input/Car_Number_Plate\IMG_20200222_220508291.jpg,IMG_20200222_220508291.jpg,0.9997225403785706,MH43BE6165,0.7478973068523916,1175,1445,2050,1665,875,220
./input/Car_Number_Plate\IMG_20200222_220518856.jpg,IMG_20200222_220518856.jpg,0.9124632477760315,MH43 AL 2439,0.7568956814212695,1055,2265,2260,2545,1205,280
./input/Car_Number_Plate\IMG_20200222_220538708.jpg,IMG_20200222_220538708.jpg,0.6913291811943054,KHO 10K5375,0.4916349361531867,1105,1610,2020,1805,915,195
./input/Car_Number_Plate\IMG_20200222_220552164.jpg,IMG_20200222_220552164.jpg,0.9984554052352905,MH43AN 5355,0.531368955581823,1185,1605,1940,1790,755,185
./input/Car_Number_Plate\IMG_20200222_220601451.jpg,IMG_20200222_220601451.jpg,0.9953784346580505,AP Cd 1653 29,0.8790523244162202,1105,1930,2050,2170,945,240
./input/Car_Number_Plate\IMG_20200222_220644547.jpg,IMG_20200222_220644547.jpg,0.9981275796890259,MHi2EM. 5561,0.915980830394093,1165,1805,1980,1985,815,180
./input/Car_Number_Plate\IMG_20200222_220757784.jpg,IMG_20200222_220757784.jpg,0.9539557099342346,ID,0.6579970077844717,1225,1605,2095,1890,870,285
./input/Car_Number_Plate\IMG_20200222_220800386.jpg,IMG_20200222_220800386.jpg,0.9430562257766724,JMHO6A25914,0.3180852349081422,1270,1885,2100,2100,830,215
./input/Car_Number_Plate\IMG_20200222_220816820.jpg,IMG_20200222_220816820.jpg,0.6596699357032776,MH438E5472,0.8449234914034626,975,2285,1885,2430,910,145
./input/Car_Number_Plate\IMG_20200222_220827459.jpg,IMG_20200222_220827459.jpg,0.9995233416557312,MH.06.BE.4187,0.6363925215122878,945,2025,2065,2240,1120,215
./input/Car_Number_Plate\IMG_20200222_220857774.jpg,IMG_20200222_220857774.jpg,0.8976432085037231,MH 43 K 3725,0.760270251834148,845,1880,2050,2095,1205,215
./input/Car_Number_Plate\IMG_20200222_220921432.jpg,IMG_20200222_220921432.jpg,0.9956814050674438,MH 43 X 3876,0.9945832518308279,885,2260,2055,2520,1170,260
./input/Car_Number_Plate\IMG_20200222_220935227.jpg,IMG_20200222_220935227.jpg,0.5927608013153076,MH 43 AN 2910,0.9496163095302604,900,2025,2075,2295,1175,270
./input/Car_Number_Plate\IMG_20200222_220940480.jpg,IMG_20200222_220940480.jpg,0.9993640780448914,MH 43 AR 5366,0.6526976540400535,830,2055,2000,2320,1170,265
./input/Car_Number_Plate\IMG_20200222_220953158.jpg,IMG_20200222_220953158.jpg,0.9642821550369263,MH 43AN PH.022 4330 41575700,0.7012113121135172,1040,2805,2260,3095,1220,290
./input/Car_Number_Plate\IMG_20200222_221054393.jpg,IMG_20200222_221054393.jpg,0.9987941384315491,TomSa Ra !/ MHZGBA7672,0.6341420810887438,1250,1945,2085,2225,835,280
./input/Car_Number_Plate\IMG_20200222_221101393.jpg,IMG_20200222_221101393.jpg,0.8476338982582092,13 MH 01,0.9474727980796556,1130,1990,2145,2230,1015,240
./input/Car_Number_Plate\IMG_20200222_221111599.jpg,IMG_20200222_221111599.jpg,0.9999343156814575,MH 43 BN 5096,0.9723860778027301,1075,1740,2085,2005,1010,265
./input/Car_Number_Plate\IMG_20200222_221112941.jpg,IMG_20200222_221112941.jpg,0.9962162971496582,Không nhận diện,0.0,920,1580,2100,1895,1180,315
./input/Car_Number_Plate\IMG_20200222_221149671.jpg,IMG_20200222_221149671.jpg,0.9996330738067627,Không nhận diện,0.0,1100,2245,2175,2465,1075,220
./input/Car_Number_Plate\IMG_20200222_221156661.jpg,IMG_20200222_221156661.jpg,0.9997268915176392,MH 04 0B 5837,0.7854937754443005,1040,1535,2095,1785,1055,250
./input/Car_Number_Plate\IMG_20200222_221208536.jpg,IMG_20200222_221208536.jpg,0.9992977380752563,MII-()4-1BS-6181,0.4014788759206124,1055,2435,2025,2640,970,205
./input/Car_Number_Plate\IMG_20200222_221213922.jpg,IMG_20200222_221213922.jpg,0.9855387806892395,MH 46 Z 974,0.8172916997591808,1045,1785,2190,2095,1145,310
./input/Car_Number_Plate\IMG_20200222_221225377.jpg,IMG_20200222_221225377.jpg,0.9980529546737671,MH.43.AF.6609 NIKHIL AUTOMOBILES 40708988,0.7788215665585158,905,2015,1935,2255,1030,240
./input/Car_Number_Plate\IMG_20200222_221234900.jpg,IMG_20200222_221234900.jpg,0.9860299825668335,MH 43 R 7942,0.7936446859854451,995,1880,2150,2120,1155,240
./input/Car_Number_Plate\IMG_20200222_221246429.jpg,IMG_20200222_221246429.jpg,0.9998533725738525,IND MHO2CD7397 VELOX MOIORS 9171494949,0.6177614975003339,1155,2210,2075,2450,920,240
./input/Car_Number_Plate\IMG_20200222_221253077.jpg,IMG_20200222_221253077.jpg,0.9998129606246948,IND HH46800555],0.6930654301720729,1010,2020,2025,2280,1015,260
./input/Car_Number_Plate\IMG_20200222_221259543.jpg,IMG_20200222_221259543.jpg,0.9762614965438843,MH 02 [W 7591,0.7814502703757136,1070,2115,2115,2320,1045,205
./input/Car_Number_Plate\IMG_20200222_221307396.jpg,IMG_20200222_221307396.jpg,0.9936558604240417,MH 9087 02 BT,0.8425104060540326,1000,2305,2085,2590,1085,285
./input/Car_Number_Plate\IMG_20200222_221313130.jpg,IMG_20200222_221313130.jpg,0.9995325207710266,HH 02 BG 9951,0.6773334603589545,1220,2380,2105,2620,885,240
./input/Car_Number_Plate\IMG_20200222_221325082.jpg,IMG_20200222_221325082.jpg,0.9995388388633728,Không nhận diện,0.0,1250,1530,2070,1775,820,245
./input/Car_Number_Plate\IMG_20200222_221341745.jpg,IMG_20200222_221341745.jpg,0.9995438456535339,MH 43 N 4540,0.9951726907839358,1145,2050,1995,2255,850,205
./input/Car_Number_Plate\IMG_20200222_221356664.jpg,IMG_20200222_221356664.jpg,0.9974431395530701,MH43AJ9281,0.5562243174611993,1055,2025,2045,2275,990,250
./input/Car_Number_Plate\IMG_20200222_221415532.jpg,IMG_20200222_221415532.jpg,0.792570948600769,MH 43 AT 1284,0.7008148773769667,1060,1890,1920,2075,860,185
./input/Car_Number_Plate\IMG_20200222_221419295.jpg,IMG_20200222_221419295.jpg,0.7607467770576477,43 A1 1284,0.5339471086766818,1010,1845,2050,2045,1040,200
./input/Car_Number_Plate\IMG_20200222_221541641.jpg,IMG_20200222_221541641.jpg,0.9996165037155151,MH.43.AR.1982,0.722264243290579,1000,2015,2065,2265,1065,250
./input/Car_Number_Plate\IMG_20200222_221608021.jpg,IMG_20200222_221608021.jpg,0.9983229041099548,MH 43 AJ 6156 57a67999,0.7818388934082597,1155,2100,1910,2280,755,180
./input/Car_Number_Plate\IMG_20200222_221649770.jpg,IMG_20200222_221649770.jpg,0.9979357123374939,MH.43.AL' 7169,0.4862998721564939,1160,1975,2065,2215,905,240
./input/Car_Number_Plate\IMG_20200222_221656882.jpg,IMG_20200222_221656882.jpg,0.9995539784431458,MH 43 BK 9575,0.8568307955825473,1275,2425,2240,2650,965,225
./input/Car_Number_Plate\IMG_20200222_221705294.jpg,IMG_20200222_221705294.jpg,0.8859727382659912,Không nhận diện,0.0,1015,1920,2130,2205,1115,285
./input/Car_Number_Plate\IMG_20200222_221720479.jpg,IMG_20200222_221720479.jpg,0.51022869348526,Không nhận diện,0.0,710,2275,2365,2530,1655,255
./input/Car_Number_Plate\IMG_20200222_221733385.jpg,IMG_20200222_221733385.jpg,0.9998724460601807,INU MHZGBO1604,0.7261979577553723,1250,2385,2115,2635,865,250
./input/Car_Number_Plate\IMG_20200222_221748302.jpg,IMG_20200222_221748302.jpg,0.999681293964386,MHZ3AL6919,0.7289129896468379,1150,2170,2155,2435,1005,265
./input/Car_Number_Plate\IMG_20200222_222033829.jpg,IMG_20200222_222033829.jpg,0.9995636940002441,MH.43.N.6128,0.9079185493112356,975,1695,1875,1885,900,190
./input/Car_Number_Plate\IMG_20200222_222040166.jpg,IMG_20200222_222040166.jpg,0.6103730797767639,InD HH 43 AN1162,0.3666001207835793,985,1695,2110,1875,1125,180
./input/Car_Number_Plate\IMG_20200222_222046865.jpg,IMG_20200222_222046865.jpg,0.9857409596443176,MK.01.AR.7653,0.5122357443151885,895,2315,1845,2495,950,180
./input/Car_Number_Plate\IMG_20200222_222053266.jpg,IMG_20200222_222053266.jpg,0.9969043731689453,IND Mho3d61255,0.6569850890760798,1025,2345,2055,2545,1030,200
./input/Car_Number_Plate\IMG_20200222_222059123.jpg,IMG_20200222_222059123.jpg,0.9864076375961304,Không nhận diện,0.0,1015,2325,1915,2495,900,170
./input/Car_Number_Plate\IMG_20200222_222117928.jpg,IMG_20200222_222117928.jpg,0.9995335936546326,MH 43 R 5410,0.9637074607734412,1125,2495,2135,2705,1010,210
./input/Car_Number_Plate\IMG_20200222_222132164.jpg,IMG_20200222_222132164.jpg,0.9996699690818787,MHOIBG 9424,0.891005906277947,995,2400,2015,2635,1020,235
./input/Car_Number_Plate\IMG_20200222_222137010.jpg,IMG_20200222_222137010.jpg,0.9976382851600647,MH483258,0.565416823094879,1025,2440,2130,2640,1105,200
./input/Car_Number_Plate\IMG_20200222_222203666.jpg,IMG_20200222_222203666.jpg,0.9982364177703857,MH 43.V. 6918,0.4143057992645319,1010,2990,1995,3230,985,240
./input/Car_Number_Plate\IMG_20200222_222213205.jpg,IMG_20200222_222213205.jpg,0.9571285843849182,MH 08 2 7790,0.8587238912453257,1025,2290,2070,2515,1045,225
./input/Car_Number_Plate\IMG_20200222_222302757.jpg,IMG_20200222_222302757.jpg,0.9991025328636169,MH 43AT 4406,0.5825084440786229,1065,2280,1955,2475,890,195
./input/Car_Number_Plate\IMG_20200222_222321812.jpg,IMG_20200222_222321812.jpg,0.9954603314399719,MH /6N 6027,0.6079900812967702,1055,1900,1840,2065,785,165
./input/Car_Number_Plate\IMG_20200222_222357758.jpg,IMG_20200222_222357758.jpg,0.7239003777503967,Không nhận diện,0.0,1255,2270,1830,2415,575,145
./input/Car_Number_Plate\IMG_20200222_222414570.jpg,IMG_20200222_222414570.jpg,0.5135219693183899,MII.I2.LV,0.5379242658485072,1120,2185,2180,2360,1060,175
./input/Car_Number_Plate\IMG_20200222_222428605.jpg,IMG_20200222_222428605.jpg,0.9995883703231812,MH BN 6932 43,0.9976438890737368,1160,2730,2065,2950,905,220
./input/Car_Number_Plate\IMG_20200222_222434882.jpg,IMG_20200222_222434882.jpg,0.9995668530464172,43 BN 5255 MH,0.8164002677589915,1175,2970,2105,3220,930,250
./input/Car_Number_Plate\IMG_20200222_222522277.jpg,IMG_20200222_222522277.jpg,0.7806302309036255,HH 43 N 2252,0.7360382121533147,1060,2125,1870,2330,810,205
./input/Car_Number_Plate\IMG_20200222_222535821.jpg,IMG_20200222_222535821.jpg,0.884149968624115,AH04 FA 5832,0.4284719996892463,1270,2220,1900,2365,630,145
./input/Car_Number_Plate\IMG_20200222_222543130.jpg,IMG_20200222_222543130.jpg,0.9987635016441345,MH.09.BB.6246,0.9150713402835065,945,2425,2010,2660,1065,235
./input/Car_Number_Plate\IMG_20200222_222550111.jpg,IMG_20200222_222550111.jpg,0.8885951638221741,MH-43-R.3434,0.6438994899134136,720,2410,1970,2630,1250,220
./input/Car_Number_Plate\IMG_20200222_222724227.jpg,IMG_20200222_222724227.jpg,0.987561821937561,Không nhận diện,0.0,1030,1730,1855,1940,825,210
./input/Car_Number_Plate\IMG_20200222_222739434.jpg,IMG_20200222_222739434.jpg,0.9707903861999512,MH 06 AW 9528,0.9665397354251478,1175,1840,2230,2015,1055,175
./input/Car_Number_Plate\IMG_20200222_222753082.jpg,IMG_20200222_222753082.jpg,0.9772248268127441,MH 06 AN3427,0.6481272879516052,1095,1635,1920,1830,825,195
./input/Car_Number_Plate\IMG_20200222_222813888.jpg,IMG_20200222_222813888.jpg,0.9998270273208618,MHG2EUD892 Wo,0.597040981722962,1320,1595,1980,2070,660,475
./input/Car_Number_Plate\IMG_20200222_222823483.jpg,IMG_20200222_222823483.jpg,0.998914897441864,MH 43 AJ 9708 Navi Murbai Ksv 27731020,0.7539433343459386,605,2510,1725,2765,1120,255
./input/Car_Number_Plate\IMG_20200222_222846696.jpg,IMG_20200222_222846696.jpg,0.546057939529419,AJ 224 MH 43,0.9261594695674572,1515,1905,2300,2330,785,425
./input/Car_Number_Plate\IMG_20200222_222902158.jpg,IMG_20200222_222902158.jpg,0.9998403787612915,MH 03 CS 5843 Infinity Autolinks 42329191,0.8705221003028036,1145,1775,1950,1975,805,200
./input/Car_Number_Plate\IMG_20200222_222915806.jpg,IMG_20200222_222915806.jpg,0.8840078711509705,Không nhận diện,0.0,1200,1895,2035,2045,835,150
./input/Car_Number_Plate\IMG_20200222_222942498.jpg,IMG_20200222_222942498.jpg,0.9995220303535461,MH.43.X.8890,0.9206886984073632,1285,1865,2105,2145,820,280
./input/Car_Number_Plate\IMG_20200222_223005488.jpg,IMG_20200222_223005488.jpg,0.48597410321235657,9498 De 43 MH,0.6790042651821707,1160,2405,2265,2690,1105,285
./input/Car_Number_Plate\IMG_20200222_223125219.jpg,IMG_20200222_223125219.jpg,0.734102725982666,MH43 AT 4961,0.9959379248153912,960,2910,2125,3135,1165,225
./input/Car_Number_Plate\IMG_20200222_223417094.jpg,IMG_20200222_223417094.jpg,0.9999245405197144,HH 46 AL 4603,0.41053852346146874,2015,2085,2730,2285,715,200
./input/Car_Number_Plate\IMG_20200222_223430517.jpg,IMG_20200222_223430517.jpg,0.989471435546875,MH 43 V 6269,0.9899587227889521,1320,2215,2060,2395,740,180
./input/Car_Number_Plate\IMG_20200222_223442958.jpg,IMG_20200222_223442958.jpg,0.9997910261154175,Không nhận diện,0.0,1355,2105,1815,2245,460,140
./input/Car_Number_Plate\IMG_20200222_223738696.jpg,IMG_20200222_223738696.jpg,0.9997900724411011,MH43 BN 2197,0.7958406909774557,1045,2125,2110,2405,1065,280
./input/Car_Number_Plate\IMG_20200222_223828944.jpg,IMG_20200222_223828944.jpg,0.9992377758026123,MH10064252,0.37071461183275656,1200,1980,1830,2135,630,155
